damel,时间,省,流域,河名,库水位(米),站点编号,站名,蓄水量(百万3),入库(米3/秒)
77,2023-04-17 08:00:00,海南省,宁远河,宁远河,48.86,81802480,大隆水库,144,0
163,2023-04-17 08:00:00,海南省,望楼河,望楼河,152.67,81802600,长茅水库,47,0
145,2023-04-17 08:00:00,海南省,昌化江,昌化江,131.69,81803075,大广坝水库,784,13
130,2023-04-17 08:00:00,海南省,昌化江,石碌河,114.63,81803200,石碌水库,24,0
3960,2023-04-18 08:00:00,青海省,内陆河,雪水河,3952.84,01200100,温泉,54,0
230,2023-04-18 08:00:00,,海河流域,滦河,217.66,30101101,潘家口,1799,0
138,2023-04-18 08:00:00,,海河流域,滦河,132.51,30101201,大黑汀,298,0
146,2023-04-18 14:00:00,河北省,海河,青龙河,135.96,30104403,桃林口水库,0,0
42,2023-04-18 14:00:00,河北省,海河,陡河,29.39,30201101,陡河水库(坝上),0,0
0,2023-04-18 14:00:00,天津市,海河,潮白新河,4.54,30300500,黄白桥上,0,0
0,2023-04-18 14:00:00,天津市,海河,潮白新河,0.44,30300600,宁车沽上,0,0
602,2023-04-18 08:00:00,,海河,白河,593.24,30301400,白河堡,46,1
160,2023-04-18 08:00:00,,海河,白河,151.46,30301800,密云白河坝上,2952,5
262,2023-04-18 08:00:00,,海河,牤牛河,252.88,30302100,半城子水库,4,0
470,2023-04-18 08:00:00,,海河,安达木河,443.73,30303000,遥桥峪水库,1,0
170,2023-04-18 08:00:00,,海河,红门川,162.8,30303400,沙厂水库,12,0
68,2023-04-18 08:00:00,,海河,怀河,57.12,30303600,怀柔水库,33,2
91,2023-04-18 08:00:00,,海河,雁栖河,81.77,30304100,北台上水库,13,0
176,2023-04-18 08:00:00,,海河,沙河,170.72,30304200,大水峪水库,11,0
118,2023-04-18 08:00:00,,海河,泃河,105.41,30401400,海子水库,51,0
206,2023-04-18 08:00:00,,海河,泃河,201.9,30402100,黄松峪水库,7,0
220,2023-04-18 08:00:00,,海河,泃河,213.08,30402200,西峪水库,5,0
28,2023-04-18 14:00:00,天津市,海河,州河,19.76,30402800,于桥坝上,0,0
76,2023-04-18 08:00:00,河北省,海河,还乡河,60.55,30404500,邱庄水库(坝上),24,0
0,2023-04-18 08:00:00,天津市,海河,引滦明渠,4.49,30405306,尔王庄库,34,0
103,2023-04-18 08:00:00,,海河,温榆河,89.2,30503400,十三陵水库,17,0
0,2023-04-18 08:00:00,,海河,东沙河,552.62,30503403,十三陵水库上池,2,0
74,2023-04-18 08:00:00,,海河,温榆河,53.0,30503500,桃峪口水库,0,0
492,2023-04-18 08:00:00,,海河,永定河,476.8,30700100,官厅水库,594,0
962,2023-04-18 08:00:00,山西省,海河,桑干河,952.41,30702400,册田,78,0
470,2023-04-18 08:00:00,,海河,清水河,455.25,30707501,斋堂水库,24,0
77,2023-04-18 08:00:00,,海河,刺猬河,70.51,30805100,崇青水库,7,0
0,2023-04-18 08:00:00,河北省,海河,白洋淀,8.52,30806201,十方院（白）（堰上）,373,33
153,2023-04-18 08:00:00,河北省,海河,唐河,132.94,30808501,西大洋水库(坝上),366,0
209,2023-04-18 08:00:00,河北省,海河,滹沱河,193.76,30909200,岗南水库(坝上),622,0
127,2023-04-18 08:00:00,河北省,海河,滹沱河,116.86,30909303,黄壁庄水库(坝上),349,0
188,2023-04-18 08:00:00,河南省,海河,安阳河,163.45,31006700,小南海,23,0
159,2023-04-18 08:00:00,,海河流域,漳河,139.69,31007100,岳城水库（坝上）,355,0
2610,2023-04-18 08:00:00,青海省,黄河,黄河,2579.97,40100400,龙羊峡,16601,350
1160,2023-04-18 08:00:00,宁夏回族自治区,黄河,黄河,1156.04,40102050,青铜峡水库,39,450
982,2023-04-18 08:00:00,,黄河,黄河,975.43,40103458,万家寨上,489,358
353,2023-04-18 08:00:00,河南省,黄河,黄河,317.12,40104430,史家滩,550,0
281,2023-04-18 08:00:00,河南省,黄河,黄河,262.16,40104690,小浪底水库,6125,0
2986,2023-04-18 08:00:00,青海省,黄河,巴燕河,2982.77,40400120,东大滩,22,0
657,2023-04-18 08:00:00,河南省,黄河,宏农涧河,640.68,40902500,窄口,95,2
1131,2023-04-18 08:00:00,山西省,黄河,汾河,1121.15,41000500,汾河水库,129,0
600,2023-04-18 08:00:00,陕西省,黄河,黑河,575.57,41107180,金盆,105,12
735,2023-04-18 08:00:00,陕西省,黄河,石砭峪,724.68,41107950,石砭峪,20,1
1126,2023-04-18 08:00:00,甘肃省,黄河,蒲河,1112.41,41202690,巴家嘴水库,1,0
46,2023-04-18 08:00:00,山东省,黄河,东平湖,41.29,41502460,东平湖老湖,501,0
333,2023-04-18 08:00:00,河南省,黄河,伊河,313.88,41602500,陆浑坝上,456,0
551,2023-04-18 08:00:00,河南省,黄河,洛河,527.22,41605400,故县水库,507,0
108,2023-04-18 08:00:00,山东省,淮河,潍河,98.45,41806800,墙夼水库(东库),83,0
108,2023-04-18 08:00:00,山东省,淮河,潍河,98.45,41806810,墙夼水库(西库),13,0
44,2023-04-18 08:00:00,山东省,淮河,潍河,37.15,41807100,峡山水库,498,0
114,2023-04-18 14:00:00,河南省,淮河,浉河,99.88,50201800,南湾,426,0
85,2023-04-18 08:00:00,河南省,淮河,小潢河,75.16,50202300,石山口,59,0
93,2023-04-18 14:00:00,河南省,淮河,青龙河,85.77,50202600,五岳,55,0
87,2023-04-18 14:00:00,河南省,淮河,泼陂河,77.03,50203500,泼河,82,0
245,2023-04-18 14:00:00,湖北省,淮河,界河,233.39,50223150,花山,82,0
112,2023-04-18 14:00:00,河南省,淮河,滚河,106.71,50300100,石漫滩,67,0
120,2023-04-18 08:00:00,河南省,淮河,汝河,107.84,50302010,板桥,135,0
59,2023-04-18 08:00:00,河南省,淮河,汝河,52.07,50302400,宿鸭湖,161,0
130,2023-04-18 08:00:00,河南省,淮河,臻头河,110.41,50304900,薄山,168,0
141,2023-04-18 14:00:00,安徽省,淮河,史河,110.94,50500301,梅山,526,0
115,2023-04-18 14:00:00,河南省,淮河,灌河,96.89,50502400,鲇鱼山,175,0
236,2023-04-18 08:00:00,河南省,淮河,颍河,221.34,50600300,白沙,73,0
181,2023-04-18 14:00:00,河南省,淮河,沙河,163.35,50603000,昭平台,98,0
110,2023-04-18 14:00:00,河南省,淮河,沙河,101.22,50603200,白龟山,197,0
161,2023-04-18 14:00:00,河南省,淮河,澧河,148.72,50605800,孤石滩,33,0
204,2023-04-18 14:00:00,安徽省,淮河,淠河东源,177.34,50700901,磨子潭,107,0
131,2023-04-18 14:00:00,安徽省,淮河,淠河东源,117.25,50701001,佛子岭,200,0
144,2023-04-18 14:00:00,安徽省,淮河,淠河西源,109.22,50701301,响洪甸,497,0
181,2023-04-18 14:00:00,山东省,淮河,东汶河,171.73,51103400,岸堤水库,258,0
192,2023-04-18 14:00:00,山东省,淮河,浚河,182.97,51104700,唐村水库,42,0
151,2023-04-17 08:00:00,山东省,淮河,温凉河,143.17,51105200,许家崖水库,101,0
30,2023-04-18 14:00:00,江苏省,淮河,淋头河,25.27,51106500,阿湖水库站,5,0
26,2023-04-18 14:00:00,江苏省,淮河,骆马湖,23.02,51107800,骆马湖水库,838,0
76,2023-04-18 14:00:00,山东省,淮河,沭河,65.58,51110700,沙沟水库,24,0
31,2023-04-18 14:00:00,江苏省,淮河,新沭河,23.52,51112101,石梁河水库,209,0
20,2023-04-18 14:00:00,江苏省,淮河,厚镇河,15.88,51114500,安峰山水库,39,0
132,2023-04-18 14:00:00,山东省,淮河,浔河,123.17,51114800,陡山水库,103,0
135,2023-04-18 08:00:00,山东省,淮河,城河,124.17,51208600,岩马水库,83,0
81,2023-04-18 14:00:00,山东省,淮河,西泇河,73.18,51209900,会宝岭水库(南),80,0
38,2023-04-18 14:00:00,江苏省,淮河,青口河,30.62,51300601,小塔山水库,85,0
185,2023-04-18 14:00:00,湖北省,长江,长江,155.07,60106980,三峡,22846,6200
298,2023-04-18 14:00:00,重庆市,长江,大洪河,287.75,60512050,大洪河,57,2
350,2023-04-18 08:00:00,重庆市,长江,龙溪河,335.97,60512080,狮子滩,333,6
482,2023-04-18 08:00:00,重庆市,长江,龙河,455.92,60531770,石板水,38,3
710,2023-04-18 14:00:00,甘肃省,长江,白龙江,702.01,60706825,碧口水库,132,174
765,2023-04-18 14:00:00,贵州省,长江,乌江,730.84,60800520,乌江渡水电站,1063,0
1243,2023-04-18 14:00:00,贵州省,长江,猫跳河,1230.403,60805700,红枫水库,221,0
1199,2023-04-18 14:00:00,贵州省,长江,猫跳河,1191.02,60805809,百花水库,130,0
1475,2023-04-18 14:00:00,湖北省,长江,郁江,1464.62,60811560,福宝山水库,4,0
330,2023-04-18 14:00:00,湖北省,长江,黄柏河,301.02,60900610,西北口水库,69,0
174,2023-04-18 14:00:00,湖北省,长江,玛瑙河,167.91,60903700,白河水库,8,0
153,2023-04-18 14:00:00,湖北省,长江,印河,145.77,60908800,跑马水库,22,0
129,2023-04-18 14:00:00,湖北省,长江,漳河,115.08,60911010,李家州,417,0
126,2023-04-18 14:00:00,湖北省,长江,漳河,115.07,60917010,烟墩,593,0
92,2023-04-18 14:00:00,湖北省,长江,花庙河,85.16,60918000,石子岭水库,9,0
82,2023-04-18 14:00:00,湖北省,长江,长江,76.09,60931200,鲁家港水库,12,0
138,2023-04-18 14:00:00,湖北省,长江,巩河,124.92,60938000,巩河水库,66,0
409,2023-04-18 14:00:00,湖北省,长江,清江,368.554,61002791,水布垭(坝上),2640,260
206,2023-04-18 14:00:00,湖北省,长江,清江,183.41,61003101,隔河岩(坝上),2038,115
83,2023-04-18 14:00:00,湖北省,长江,清江,79.19,61004710,高坝洲(坝上),380,1
740,2023-04-18 14:00:00,湖北省,长江,车坝河,719.7,61004950,车坝水库,22,0
43,2023-04-18 14:00:00,湖北省,长江,沮漳河,36.8,61013300,太湖港水库,29,0
324,2023-04-18 14:00:00,湖南省,长江,江华水,298.18,61103150,涔天河,740,17
176,2023-04-18 14:00:00,湖南省,长江,湘江,161.39,61103450,双牌,176,0
134,2023-04-18 14:00:00,湖南省,长江,舂陵水,124.51,61105650,欧阳海,153,43
294,2023-04-18 14:00:00,湖南省,长江,耒水,270.73,61108050,东江,6017,145
170,2023-04-18 08:00:00,湖南省,长江,攸水,153.66,61111500,酒埠江,112,13
251,2023-04-18 08:00:00,湖南省,长江,永乐江,226.32,61111750,青山垅,25,4
97,2023-04-18 08:00:00,湖南省,长江,涟水,87.78,61113550,水府庙,157,37
169,2023-04-18 08:00:00,湖南省,长江,沩水,146.06,61116200,黄材,33,3
128,2023-04-18 08:00:00,湖南省,长江,涧江,107.62,61140750,官庄,28,3
176,2023-04-18 14:00:00,湖南省,长江,资水,153.76,61201300,柘溪,1287,678
117,2023-04-18 14:00:00,湖南省,长江,沅水,95.08,61302350,五强溪,1418,997
211,2023-04-18 14:00:00,湖南省,长江,酉水,187.03,61312550,凤滩,729,326
539,2023-04-18 14:00:00,湖北省,长江,新峡河,523.56,61312950,新峡水库,19,0
94,2023-04-18 08:00:00,湖南省,长江,白洋河,81.53,61315100,黄石,201,2
98,2023-04-18 14:00:00,湖北省,长江,洈水,87.07,61501000,洈水水库,229,0
54,2023-04-18 14:00:00,湖北省,长江,界溪河,47.76,61501150,卷桥水库,3,0
88,2023-04-18 14:00:00,湖南省,长江,涔水,72.25,61504200,王家厂,0,0
130,2023-04-18 14:00:00,湖北省,长江,新河,118.41,61520250,北河水库,13,0
96,2023-04-18 08:00:00,湖南省,长江,新墙河,87.11,61534300,铁山,361,22
65,2023-04-18 14:00:00,湖北省,长江,富水,50.56,61606600,富水,547,0
129,2023-04-18 08:00:00,湖北省,长江,湄港,119.8,61607280,雨山水库,6,0
268,2023-04-18 08:00:00,湖北省,长江,宋家港,239.19,61607350,石门塘水库,0,0
75,2023-04-18 14:00:00,湖北省,长江,三溪河,63.19,61608180,王英,313,0
60,2023-04-18 08:00:00,湖北省,长江,泊漠河,51.81,61609500,院基寺,50,0
54,2023-04-18 08:00:00,湖北省,长江,泊漠河,48.25,61609510,泥河,14,0
68,2023-04-18 14:00:00,湖北省,长江,栗树河,57.05,61609700,梅店,42,0
53,2023-04-18 14:00:00,湖北省,长江,夏家河,47.48,61609810,夏家寺,146,0
115,2023-04-18 08:00:00,湖北省,长江,檀树岗河,105.98,61610700,檀树岗,30,0
120,2023-04-18 14:00:00,湖北省,长江,张家河,113.12,61610750,八角庙,9,0
122,2023-04-18 14:00:00,湖北省,长江,四马河,112.76,61610810,烟宝地,28,0
89,2023-04-18 14:00:00,湖北省,长江,火莲畈,77.52,61610900,火莲畈,7,0
74,2023-04-18 14:00:00,湖北省,长江,金沙河,66.33,61611010,金沙河,76,0
128,2023-04-18 14:00:00,湖北省,长江,芭茅河,116.51,61612580,芭茅河,5,0
156,2023-04-18 14:00:00,湖北省,长江,阎家河,142.2,61612610,三河口,81,0
98,2023-04-18 14:00:00,湖北省,长江,白杲河,89.02,61613010,明山,81,0
71,2023-04-18 14:00:00,湖北省,长江,浮桥河,59.79,61614200,浮桥河,140,0
73,2023-04-18 14:00:00,湖北省,长江,杨家河,65.67,61614410,尾斗山,55,0
88,2023-04-18 14:00:00,湖北省,长江,沙河,74.21,61615000,道观河,45,0
303,2023-04-18 14:00:00,湖北省,长江,新昌河,287.73,61615810,天堂,62,0
250,2023-04-18 14:00:00,湖北省,长江,新昌河,245.72,61615820,天堂二级,8,0
111,2023-04-18 14:00:00,湖北省,长江,浠水,95.68,61617810,白莲河,370,0
256,2023-04-18 14:00:00,湖北省,长江,西河,237.25,61619298,张家嘴,48,0
128,2023-04-18 14:00:00,湖北省,长江,蕲水,113.48,61619410,大同,103,0
98,2023-04-18 14:00:00,湖北省,长江,蕲水,87.58,61619800,花园,46,0
168,2023-04-18 08:00:00,湖北省,长江,石门港,159.86,61625400,石门水库,11,0
180,2023-04-18 14:00:00,湖北省,长江,长河,170.09,61649400,跨马墩,16,0
183,2023-04-18 14:00:00,湖北省,长江,长河,169.2,61650000,凤凰关,11,0
80,2023-04-18 08:00:00,湖北省,长江,巴水,71.95,61651200,牛车河,55,0
55,2023-04-18 14:00:00,湖北省,长江,新桥河,44.82,61658300,鹞鹰岩,8,0
95,2023-04-18 14:00:00,湖北省,长江,雷溪河,80.78,61658400,黄河厂,4,0
58,2023-04-18 14:00:00,湖北省,长江,陆水,50.3,61705000,陆水水库,356,10
170,2023-04-18 14:00:00,湖北省,长江,鲤港,159.02,61706500,阁壁,4,0
207,2023-04-18 14:00:00,湖北省,长江,何家港,191.51,61707500,龙潭,5,0
127,2023-04-18 14:00:00,湖北省,长江,青山河,115.62,61708010,青山,244,0
30,2023-04-18 14:00:00,湖北省,长江,陆马河,26.18,61710900,三湖连江,50,0
110,2023-04-18 08:00:00,湖北省,长江,汀泗河,86.6,61711500,双石水库,9,0
112,2023-04-18 14:00:00,湖北省,长江,淦河,99.46,61712900,南川,54,0
440,2023-04-18 14:00:00,湖北省,长江,易家段河,422.08,61726000,百丈潭,3,0
93,2023-04-18 08:00:00,湖北省,长江,黄水河,84.76,61749000,四门楼水库,13,0
416,2023-04-18 14:00:00,陕西省,长江,汉江,405.03,61800850,石泉,176,140
367,2023-04-18 08:00:00,陕西省,长江,汉江,361.4,61800950,喜河,160,130
338,2023-04-18 14:00:00,陕西省,长江,汉江,316.34,61801250,安康库,1666,100
176,2023-04-18 14:00:00,湖北省,长江,汉江,154.33,61802700,丹江口水库,13779,947
515,2023-04-18 08:00:00,陕西省,长江,岚河,496.03,61810550,蔺河口,88,82
252,2023-04-18 14:00:00,湖北省,长江,堵河,231.89,61902580,黄龙滩,441,224
346,2023-04-18 14:00:00,湖北省,长江,霍河,335.81,61905710,霍河,67,0
149,2023-04-18 14:00:00,湖北省,长江,北河,138.14,61909010,潭口,25,0
154,2023-04-18 14:00:00,湖北省,长江,南河,148.07,61910310,南河,41,0
124,2023-04-18 14:00:00,湖北省,长江,红水河,112.55,61915600,红水河,20,0
127,2023-04-18 14:00:00,湖北省,长江,柳堰河,121.83,61915700,柳堰集,6,0
138,2023-04-18 14:00:00,湖北省,长江,莺河,130.71,61915980,莺河一库,63,0
158,2023-04-18 08:00:00,湖北省,长江,蛮河,138.18,61918010,三道河,58,0
171,2023-04-18 14:00:00,湖北省,长江,黑河,138.95,61919210,云台山,19,0
111,2023-04-18 14:00:00,湖北省,长江,敖水,95.91,61919710,温峡口,191,0
146,2023-04-18 14:00:00,湖北省,长江,汉江,136.78,61940700,孟桥川,44,0
117,2023-04-18 14:00:00,湖北省,长江,迴龙河,107.42,61948500,回龙河,9,0
117,2023-04-18 14:00:00,湖北省,长江,西排子河,111.34,61949700,西排子河,116,0
81,2023-04-18 14:00:00,湖北省,长江,敖水,71.91,61959000,黄坡,32,0
297,2023-04-18 14:00:00,河南省,长江,老灌河,282.11,62008500,石门,0,0
183,2023-04-18 14:00:00,河南省,长江,白河,169.06,62011000,鸭河口,335,0
225,2023-04-18 14:00:00,河南省,长江,赵河,215.05,62015300,赵湾,31,0
191,2023-04-18 08:00:00,河南省,长江,十八道河,182.58,62017200,宋家场,44,0
125,2023-04-18 08:00:00,湖北省,长江,苍龙河,121.35,62018400,周桥,17,0
203,2023-04-18 08:00:00,湖北省,长江,沙河,197.15,62019350,石梯,40,0
173,2023-04-18 14:00:00,湖北省,长江,沙河,164.37,62019410,沙河,11,0
146,2023-04-18 08:00:00,湖北省,长江,沙河,141.17,62019450,吉河,14,0
179,2023-04-18 08:00:00,湖北省,长江,沙河,173.3,62019600,姚棚,6,0
157,2023-04-18 08:00:00,湖北省,长江,沙河,150.82,62019620,马安山,4,0
137,2023-04-18 08:00:00,陕西省,长江,银花河,131.66,62019800,洛峪*,19,0
91,2023-04-18 14:00:00,湖北省,长江,官沟河,85.81,62058450,官沟,15,0
148,2023-04-18 14:00:00,湖北省,长江,华阳河,136.82,62058700,华阳河,17,0
130,2023-04-18 14:00:00,湖北省,长江,熊河,121.11,62059200,熊河,83,0
178,2023-04-18 14:00:00,湖北省,长江,涢水,171.81,62200210,大洪山,82,0
203,2023-04-18 14:00:00,湖北省,长江,溠水,188.57,62202410,吴山,52,0
122,2023-04-18 14:00:00,湖北省,长江,溠水,113.55,62202610,黑屋湾,54,0
192,2023-04-18 14:00:00,湖北省,长江,封江口河,179.27,62203010,天河口,52,0
127,2023-04-18 14:00:00,湖北省,长江,封江口河,120.55,62203210,封江口,130,0
114,2023-04-18 14:00:00,湖北省,长江,澴水支流，晏家河,105.85,62203800,观音岩,50,0
112,2023-04-18 14:00:00,湖北省,长江,浆溪店河,104.36,62203810,先觉庙,122,0
126,2023-04-18 14:00:00,湖北省,长江,两河口河,116.27,62204210,两河口,4,0
77,2023-04-18 14:00:00,湖北省,长江,徐家河,69.02,62204810,徐家河,288,0
105,2023-04-18 14:00:00,湖北省,长江,涢水支流，漳河,92.12,62205180,郑家河,37,0
91,2023-04-18 08:00:00,湖北省,长江,澴水支流，胡家河,82.35,62205950,芳畈,22,0
77,2023-04-17 08:00:00,湖北省,长江,澴水支流，晏家河,66.98,62206420,金盆,6,0
110,2023-04-18 14:00:00,湖北省,长江,界河,97.53,62206490,滑石冲,11,0
97,2023-04-18 14:00:00,湖北省,长江,寨子河,83.2,62207610,石门,25,0
89,2023-04-18 14:00:00,湖北省,长江,鬼水,77.88,62208010,惠亭山,82,0
125,2023-04-18 14:00:00,湖北省,长江,大富水,107.79,62208800,高关,65,0
58,2023-04-18 08:00:00,湖北省,长江,大富水,54.19,62246400,短港,40,0
105,2023-04-18 14:00:00,江西省,长江流域,赣江,85.14,62301230,万安水库,325,912
166,2023-04-18 14:00:00,江西省,长江流域,云亭水,147.52,62307750,老营盘水库,36,2
185,2023-04-18 14:00:00,江西省,长江流域,富田水,172.2,62308250,白云山水库,44,11
164,2023-04-18 14:00:00,江西省,长江流域,牛吼江,152.03,62309670,南车水库,65,15
175,2023-04-18 14:00:00,江西省,长江流域,泸水,165.05,62309880,社上水库,78,5
78,2023-04-18 14:00:00,江西省,长江流域,袁水,67.21,62311050,江口,240,165
184,2023-04-18 14:00:00,江西省,长江流域,尧市,168.98,62336900,飞剑潭一坝水库,18,10
88,2023-04-18 14:00:00,江西省,长江流域,丰水,75.68,62338580,紫云山水库,33,0
76,2023-04-18 14:00:00,江西省,长江流域,秀水,61.24,62338640,潘桥水库,20,0
88,2023-04-18 14:00:00,江西省,长江流域,苏溪,78.48,62340400,上游水库,77,50
82,2023-04-18 14:00:00,江西省,长江,乐安河,70.64,62504900,共库,43,0
73,2023-04-18 14:00:00,江西省,长江,修河,61.8,62512600,柘林,4100,315
215,2023-04-18 14:00:00,江西省,长江流域,修河,206.43,62514500,大塅水库,62,155
83,2023-04-18 14:00:00,江西省,长江,土塘水,64.4,62602300,大港水库,7,0
60,2023-04-18 14:00:00,江苏省,长江,句容河,48.96,62702501,北山水库(镇江),12,0
77,2023-04-18 14:00:00,湖北省,长江,荆竹河,61.52,62802010,荆竹,20,0
78,2023-04-18 14:00:00,湖北省,长江,垅坪河,62.22,62802100,垅坪,31,0
72,2023-04-18 14:00:00,湖北省,长江,古角河,60.13,62802210,古角,12,0
99,2023-04-18 14:00:00,安徽省,长江,长河,76.51,62802800,花凉亭,781,0
49,2023-04-18 14:00:00,湖北省,长江,戴文义河,38.48,62820500,仙人坝,11,0
75,2023-04-18 14:00:00,安徽省,长　江,杭埠河,62.36,62901300,龙河口(内),271,0
36,2023-04-18 14:00:00,安徽省,长江,南淝河,26.32,62902700,董铺,52,0
126,2023-04-18 14:00:00,安徽省,长江,青弋江,111.45,62905700,陈村,1257,0
58,2023-04-18 14:00:00,安徽省,长江,襄河,40.6,62915400,黄栗树,22,0
44,2023-04-18 14:00:00,安徽省,长江,清流河,31.79,62915800,沙河集,21,0
36,2023-04-18 14:00:00,浙江省,长江流域太湖区,南苕溪,22.25,63000600,青山水库,28,0
61,2023-04-18 14:00:00,浙江省,长江流域太湖区,余英溪,40.65,63003200,对河口水库,29,0
91,2023-04-18 14:00:00,浙江省,长江流域太湖区,西溪,74.05,63006800,赋石水库,65,0
124,2023-04-18 14:00:00,浙江省,长江流域太湖区,南溪,105.22,63008800,老石坎水库,18,0
23,2023-04-18 14:00:00,江苏省,太湖,大溪水库,11.35,63101401,大溪水库,20,0
25,2023-04-18 14:00:00,江苏省,太湖,沙河水库,16.83,63101701,沙河水库,20,0
42,2023-04-18 14:00:00,江苏省,太湖,厔溪,29.11,63101901,横山水库,21,0
32,2023-04-18 14:00:00,浙江省,浙闽台河流,富春江,22.93,70101500,富春江水库,437,0
120,2023-04-18 14:00:00,浙江省,浙闽台河流,乌溪江,114.8,70106200,黄坛口水库,78,0
144,2023-04-18 14:00:00,浙江省,浙闽台河流,铜山源,130.35,70106700,铜山源水库,77,0
174,2023-04-18 14:00:00,浙江省,浙闽台河流,东阳江,151.77,70107900,横锦水库,93,0
211,2023-04-18 14:00:00,浙江省,浙闽台河流,南江,198.27,70109700,南江水库,62,0
115,2023-04-18 14:00:00,浙江省,浙闽台河流,新安江,99.42,70112000,新安江水库,13176,0
106,2023-04-18 14:00:00,浙江省,浙闽台河流,开化江,87.94,70118880,石壁水库,35,0
93,2023-04-18 14:00:00,浙江省,浙闽台河流,陈蔡江,78.22,70119000,陈蔡水库,40,0
138,2023-04-18 14:00:00,浙江省,浙闽台河流,新昌江,118.5,70203600,长诏水库,65,0
135,2023-04-18 14:00:00,浙江省,浙闽台河流,南山江,111.35,70204500,南山水库,43,0
93,2023-04-18 14:00:00,浙江省,浙闽台河流,剡江,67.45,70300450,亭下水库,39,0
78,2023-04-18 14:00:00,浙江省,浙闽台河流,樟溪,58.77,70301600,皎口水库,45,0
121,2023-04-18 14:00:00,浙江省,浙闽台河流,县江,87.62,70302500,横山水库,25,0
186,2023-04-18 14:00:00,浙江省,浙闽台河流,始丰溪,170.78,70402900,里石门水库,90,0
59,2023-04-18 14:00:00,浙江省,浙闽台河流,逆溪,33.67,70404100,牛头山水库,55,0
44,2023-04-18 14:00:00,浙江省,浙闽台河流,永宁江,24.32,70404400,长潭水库,129,0
194,2023-04-18 14:00:00,浙江省,浙闽台河流,龙泉溪,172.18,70501100,紧水滩水库,680,0
269,2023-04-18 14:00:00,福建省,闽江,九龙溪,254.74,70900550,安砂水库,369,0
93,2023-04-18 14:00:00,福建省,闽江,沙溪,84.95,70900950,沙溪口水库,108,0
280,2023-04-18 08:00:00,福建省,闽江,金溪,258.52,71010490,池潭水库,252,108
269,2023-04-18 14:00:00,福建省,闽江,建溪,256.61,71110260,东溪水库,50,0
74,2023-04-18 14:00:00,福建省,闽江,闽江,56.27,71200400,水口水库,1589,0
145,2023-04-18 14:00:00,福建省,闽江,尤溪,138.67,71210520,水东水库,74,0
616,2023-04-18 08:00:00,福建省,闽江,屏山溪,605.32,71210780,坑口水库,13,0
384,2023-04-18 14:00:00,福建省,闽江,古田溪,366.18,71211025,古田一级水库,141,0
105,2023-04-18 14:00:00,福建省,晋江,晋江东溪,88.23,71310800,山美水库,321,0
368,2023-04-18 08:00:00,福建省,闽东南诸河,万安溪,345.26,71400060,万安水库,102,30
65,2023-04-18 08:00:00,福建省,闽东南诸河,陈巷溪,55.0,71410770,活盘水库,4,0
308,2023-04-18 14:00:00,福建省,闽东南诸河,船场溪,288.86,71411160,南一水库,64,0
760,2023-04-18 14:00:00,福建省,闽东诸河,穆阳溪,741.15,71501190,芹山水库,144,0
96,2023-04-18 14:00:00,福建省,闽东诸河,鳌江,83.53,71501890,山仔水库,98,0
56,2023-04-18 14:00:00,福建省,闽南诸河,龙江,46.04,71600030,东张水库,79,0
77,2023-04-18 14:00:00,福建省,萩芦溪,三叉河溪,57.32,71600070,东方红,6,0
88,2023-04-18 14:00:00,福建省,闽南沿海诸河,延寿溪,69.05,71600900,东圳,117,0
117,2023-04-18 14:00:00,福建省,闽南沿海诸河,苦溪,104.92,71601060,古洋,9,0
83,2023-04-18 08:00:00,福建省,闽南沿海诸河,大罗溪,64.8,71601290,惠女水库,30,0
75,2023-04-18 14:00:00,福建省,闽东南诸河,汀溪,63.01,71601501,汀溪水库,21,0
77,2023-04-18 14:00:00,福建省,闽东南诸河,漳江,59.83,71601780,峰头水库,59,0
46,2023-04-18 14:00:00,福建省,闽东南诸河,湖内溪,30.22,71602060,亚湖水库,11,0
791,2023-04-18 14:00:00,贵州省,珠江,南盘江,753.58,80107020,天生桥一级,4662,27
1138,2023-04-18 08:00:00,贵州省,珠江,黄泥河,1121.43,80212900,鲁布革,55,24
106,2023-04-18 14:00:00,广东省,珠江,罗定江,98.86,80901030,金银河,27,0
301,2023-04-18 14:00:00,广东省,珠江,新榕河,286.9,80901180,罗光,15,0
176,2023-04-18 08:00:00,广东省,珠江,新兴江,159.0,80901220,合河,38,2
116,2023-04-18 14:00:00,广东省,珠江,勒竹河,111.81,80901280,北峰山,7,0
138,2023-04-18 14:00:00,广东省,珠江,罗坪水,113.89,80901320,朝阳,3,0
206,2023-04-18 14:00:00,广东省,珠江,船步河,192.98,80921460,山垌,6,0
86,2023-04-18 14:00:00,广东省,珠江,社圩水,70.34,80922040,共成,12,0
45,2023-04-18 14:00:00,广东省,珠江,长利水,33.52,80922240,九坑河,22,0
34,2023-04-18 14:00:00,广东省,珠江,北江,22.83,81000881,飞来峡,342,1000
140,2023-04-18 14:00:00,广东省,珠江,锦江,129.5,81001590,锦江(仁化),100,0
320,2023-04-18 14:00:00,广东省,珠江,廊田水,305.08,81002260,东洛,16,0
225,2023-04-18 14:00:00,广东省,北江,南水,206.64,81002450,南水,600,0
66,2023-04-18 14:00:00,广东省,珠江,翁江,58.52,81003000,长湖,103,0
158,2023-04-18 14:00:00,广东省,珠江,大镇水,137.88,81003280,空子,12,0
