时间,水位,流量,WPTN,警戒水位,OBHTZ,OBHTZTM,比警戒,HIS,ADDVCD,市,ATCUNIT,BGFRYM,主流,基本站,DRNA,DSTRVM,DTMEL,基准面,DTPR,ESSTYM,FRGRD,支流,LGTD,LOCALITY,LTTD,MODITIME,PHCD,河名,STAZT,STBK,STCD,站点编号,站点位置,站名站点类型,USFL,HN_NUM
2023-04-26T02:35:00.000Z,30.88,-,4,36,40.98,2017-07-02T06:00:00.000Z,-5.12,-10.10,430111,长沙,水文,195704,长江,基本站,3815,25.0,-1.765,冻结(85基准),,195705,1,湘江,113.077778,湖南水文,28.169722,2023-04-14T05:12:36.000Z,LL,浏渭河,,0,61114700,长沙市雨花区黎托街道川河社区,朗梨,ZQ,1,1
2023-04-26T02:27:00.000Z,90.85,-,,96,99.25,1982-06-17T16:00:00.000Z,-5.15,-8.40,430422,衡阳,水文,195204,长江,基本站,2857,29.0,-37.111,冻结(黄海),,195204,1,湘江,112.433333,湖南水文,26.9,2023-04-14T05:12:01.000Z,SST,蒸水,,0,61107300,衡阳市衡南县三塘镇神山村,神山头,ZQ,1,1
2023-04-26T02:05:00.000Z,224.77,-,4,230,235.74,1996-07-17T16:00:00.000Z,-5.23,-10.97,430523,邵阳,水文,195103,长江,基本站,11657,464.0,-2.206,冻结(黄海),,195103,1,资水,111.25,湖南水文,27.016667,2023-04-14T05:10:05.000Z,LJM,资水,,,61200500,邵阳市邵阳县塘渡口镇双江口村,罗家庙,ZQ,1,2
2023-04-26T02:31:00.000Z,222.70,-,4,228,232.41,2017-07-02T00:00:00.000Z,-5.30,-9.71,430523,邵阳,水文,200301,长江,基本站,4548,4.8,,85基准,,200301,1,资水,111.266667,湖南水文,27.0,2023-04-14T05:10:54.000Z,TDK,夫夷水,,,61203750,邵阳市邵阳县塘渡口镇沿河街,塘渡口,ZQ,1,2
2023-04-26T00:00:00.000Z,131.16,119,6,136.5,142.3,1995-07-01T16:00:00.000Z,-5.34,-11.14,431226,怀化,水文,,长江,基本站,6111,58.0,6.348,冻结(黄海),,195309,1,沅水,109.85,湖南水文,27.866667,2023-04-14T05:10:14.000Z,TY,辰水,,1,61310400,怀化市麻阳县高村镇陶伊村,陶伊,ZQ,1,3
2023-04-26T02:00:00.000Z,34.13,-,6,39.5,42.06,2003-07-10T03:38:00.000Z,-5.37,-7.93,430723,常德水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201212,5,洞庭湖,111.90525,湖南水文,29.629917,2023-04-14T05:10:06.000Z,XDK1,涔水,,,615H1005,常德市澧县小渡口镇居委会,小渡口1,ZZ,1,5
2023-04-26T02:00:00.000Z,34.09,-,6,39.5,-,,-5.41,NaN,430723,常德水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201212,5,洞庭湖,111.872083,湖南水文,29.734194,2023-04-14T05:12:08.000Z,YJG,涔水,,,615H1001,常德市澧县梦溪镇梦江村,袁家港,ZZ,1,5
2023-04-26T02:32:00.000Z,89.58,-,,95,100.02,2017-07-02T14:00:00.000Z,-5.42,-10.44,431103,永州,水文,201310,长江,基本站,21612,582.0,,黄海,,200901,1,湘江,111.6,湖南水文,26.45,2023-04-14T05:12:27.000Z,LST,湘江,,1,61100950,永州市冷水滩区沿江路,冷水滩,ZQ,1,1
2023-04-26T02:30:00.000Z,33.78,-,6,39.2,44.15,1996-07-16T16:00:00.000Z,-5.42,-10.37,430922,益阳,水文,195101,长江,基本站,26748,41.0,-2.355,吴淞(85基准),,194106,1,资水,112.116667,湖南水文,28.533333,2023-04-14T05:12:40.000Z,TJE,资水,,1,61202100,益阳市桃江县桃花江镇园艺场,桃江(二),ZQ,1,2
2023-04-26T00:00:00.000Z,5.53,13.2,4,11,10.37,2014-07-03T16:00:00.000Z,-5.47,-4.84,431222,怀化,水文,,长江,基本站,311,15.0,112.952,冻结(黄海),,200704,1,沅水,110.35,湖南水文,28.3,2023-04-14T05:12:24.000Z,MXP,荔溪,,0,61311850,怀化市沅陵县麻溪铺镇麻溪铺社区,麻溪铺,ZQ,1,3
2023-04-26T02:00:00.000Z,28.97,956,6,34.5,37.37,1996-07-20T16:00:00.000Z,-5.53,-8.40,430981,洞庭湖分中心,,1966,长江,长江委水文,-,,-1.871,85基准,,194707,1,洞庭湖,112.370833,长江委水文,29.043611,2020-03-16T02:58:11.000Z,CW,草尾河,,,61508000,益阳市沅江市草尾镇草尾社区,草尾,ZQ,1,5
2023-04-26T02:00:00.000Z,30.44,-,4,36,38.79,1996-07-19T16:00:00.000Z,-5.56,-8.35,430722,洞庭湖分中心,,196704,长江,长江委水文,-,,-1.691,85基准,,196704,1,洞庭湖,112.05,长江委水文,28.916667,2022-04-06T07:33:37.000Z,ZWM,沅水,,,61506600,常德市汉寿县岩汪湖镇先锋社区,周文庙,ZZ,1,5
2023-04-26T02:00:00.000Z,28.91,926,6,34.5,38.15,1996-07-20T16:00:00.000Z,-5.59,-9.24,430903,洞庭湖分中心,,195601,长江,长江委水文,-,36.0,-1.967,85基准,,195601,1,洞庭湖,112.466667,长江委水文,28.644444,2020-03-16T02:58:10.000Z,ST,资水,,,61508600,益阳市赫山区兰溪镇小河口村,沙头(二),ZQ,1,5
2023-04-26T02:00:00.000Z,141.41,-,4,147,-,,-5.59,NaN,431226,怀化水利(山洪),山洪,202107,长江,山洪预警,-,,,黄海,,202106,5,沅水,109.803333,湖南水文,27.870833,2023-04-14T05:11:22.000Z,cmt,辰水,,,613H1419,怀化市麻阳县高村镇,柴码头,ZZ,1,3
2023-04-26T02:02:00.000Z,43.33,2075,,49,54.88,1994-06-17T16:00:00.000Z,-5.67,-11.55,430423,衡阳,水文,195301,长江,基本站,63980,253.0,-2.382,冻结(黄海),,195301,1,湘江,112.866667,湖南水文,27.233333,2023-04-14T05:10:46.000Z,HSE,湘江,,0,61101600,衡阳市衡山县开云镇滨江南路68号,衡山(二),ZQ,1,1
2023-04-26T00:00:00.000Z,149.33,17.6,4,155,157.19,2016-07-03T16:00:00.000Z,-5.67,-7.86,431224,怀化,水文,,长江,基本站,2957,36.0,-0.057,冻结(黄海),,195103,1,沅水,110.583333,湖南水文,27.9,2023-04-14T05:12:15.000Z,ZPE,溆水,,0,61308500,怀化市溆浦县卢峰镇桔花园村,溆浦(二),ZQ,1,3
2023-04-26T02:00:00.000Z,212.33,-,4,218,221.85,2004-07-18T16:00:00.000Z,-5.67,-9.52,431202,怀化,水文,,长江,基本站,9383,62.0,,黄海,0.0,197201,1,沅水,109.95,湖南水文,27.55,2023-04-14T05:11:05.000Z,HH,舞水,,0,61305700,怀化市鹤城区盈口乡团结村,怀化,ZZ,1,3
2023-04-26T02:30:00.000Z,94.66,-,5,100.5,101.95,2019-07-07T16:00:00.000Z,-5.84,-7.29,430224,株洲,水文,201101,长江,基本站,4347,140.0,,85基准,,201101,1,湘江,113.534417,湖南水文,26.798917,2023-04-14T05:11:41.000Z,CLE,洣水,,1,61110500,株洲市茶陵县思聪街道办事处红桥村,茶陵(二),ZQ,1,1
2023-04-26T02:25:00.000Z,73.99,-,5,79.93,87.48,2016-06-20T07:00:00.000Z,-5.94,-13.49,500241,湘西-重庆,水文,195704,长江,基本站,8400,189.0,174.568,冻结(黄海),,195612,1,沅水,109.216667,湖南水文,28.75,2023-04-14T05:12:40.000Z,SDE,酉水,0.0,1,61312200,重庆市秀山县石堤镇水坝村,石堤(二),ZQ,1,3
2023-04-26T02:35:00.000Z,36.45,-,6,42.5,44.45,2017-07-01T15:15:00.000Z,-6.05,-8.00,430182,长沙,水文,201310,长江,基本站,2205,27.0,0.022,冻结(85基准),,195104,1,湘江,112.615167,湖南水文,28.283944,2023-04-14T05:12:40.000Z,NXS,沩水,,,61116400,长沙市宁乡市历经铺乡群星村,宁乡(三),ZQ,1,1
2023-04-26T02:00:00.000Z,140.90,165.8,4,147,151.01,2006-07-16T16:00:00.000Z,-6.10,-10.11,431021,郴州,水文,,长江,基本站,3556,175.0,,黄海,,197201,1,湘江,112.446555,湖南水文,25.815106,2023-04-14T05:10:05.000Z,FXE,舂陵水,,0,61105500,郴州市桂阳县舂陵江镇黄土村,飞仙(二),ZQ,1,1
2023-04-26T02:20:00.000Z,20.60,96.6,,26.7,32.58,1954-07-25T16:00:00.000Z,-6.10,-11.98,430181,长沙,水文,195104,长江,基本站,2067,135.0,49.32,冻结(85基准),,195102,1,湘江,113.679722,湖南水文,28.190278,2023-04-14T05:10:39.000Z,SJK,浏渭河,,1,61114400,长沙市浏阳市高坪镇双江村,双江口,ZQ,1,1
2023-04-26T02:00:00.000Z,144.32,213,6,150.5,153.86,1985-05-27T16:18:00.000Z,-6.18,-9.54,450324,桂林水文,桂林水文中心,195801,长江,,5579,705.0,,85基准,,195801,1,湘江,111.0931,广西水文,25.9785,2020-03-10T08:33:24.000Z,qz,湘江,,,61100700,广西桂林市全州县全州镇尹家村,全州（二）,ZQ,0,1
2023-04-26T02:40:00.000Z,508.69,26.9,,515,522.24,1970-07-11T16:00:00.000Z,-6.31,-13.55,522630,黔东南水文,贵州水文,195901,长江,贵州水文,6039,823.0,,黄海,,195812,1,沅水,108.331,贵州水文,26.85667,2019-10-29T10:10:06.000Z,SD,清水江,90.0,1,61300200,贵州省黔东南台江县施洞镇施洞村,施洞,ZQ,1,3
2023-04-26T02:00:00.000Z,156.68,182.7,4,163,167.08,1998-07-21T16:00:00.000Z,-6.32,-10.40,430802,张家界,水文,,长江,基本站,4627,209.0,-2.103,冻结(黄海),,194703,1,澧水,110.466667,湖南水文,29.133333,2023-04-14T05:12:39.000Z,ZJJ,澧水,180.0,0,61400400,张家界市永定区南庄坪街道永康社区,张家界,ZQ,1,4
2023-04-26T02:35:00.000Z,76.63,-,6,83,89.14,2017-07-02T22:00:00.000Z,-6.37,-12.51,431121,永州,水文,194005,长江,基本站,25182,522.0,,黄海,0.0,194005,1,湘江,111.866667,湖南水文,26.583333,2023-04-14T05:12:10.000Z,QYE,湘江,,0,61101000,永州市祁阳县浯溪镇宝塔街,祁阳(二),ZZ,1,1
2023-04-26T02:00:00.000Z,29.62,-,6,36,-,,-6.38,NaN,430921,洞庭湖分中心,水文,0,长江,长江委水文,-,,,,,,2,洞庭湖,112.033333,长江委水文,29.283333,2020-05-22T02:22:55.000Z,BBK,松虎合流,,,61505901,益阳市南县武圣宫镇白蚌口村,白蚌口,ZZ,1,5
2023-04-26T02:30:00.000Z,31.53,-,5,38,41.95,1994-06-17T16:00:00.000Z,-6.47,-10.42,430302,湘潭,水文,,长江,基本站,81638,102.0,-2.276,冻结(黄海),,193601,1,湘江,112.916667,湖南水文,27.866667,2023-04-14T05:11:52.000Z,XT,湘江,,0,61102000,湘潭市雨湖区沿江东路90号,湘潭,ZQ,1,1
2023-04-26T02:10:00.000Z,41.90,-,5,48.5,49.03,2010-07-10T16:00:00.000Z,-6.60,-7.13,430724,常德,水文,201001,长江,基本站,15628,42.0,-2.0,冻结(85基准),,201001,1,澧水,111.583333,湖南水文,29.65,2023-04-14T05:12:02.000Z,HK,澧水,,0,61400950,常德市临澧县合口镇大新街社区,合口,ZZ,1,4
2023-04-26T02:00:00.000Z,32.40,-,4,39,41.38,1954-08-06T16:00:00.000Z,-6.60,-8.98,421022,沙市分中心,,,长江,长江委水文,-,90.0,-2.18,黄海,,195207,1,四口,112.166667,长江委水文,29.666667,2020-03-16T02:58:06.000Z,HSTZS,虎渡河,,,61501600,湖北省荆州市公安县黄山头镇,黄山头(闸上),ZZ,1,8
2023-04-26T02:00:00.000Z,31.89,-,6,38.5,40.44,1998-08-16T16:00:00.000Z,-6.61,-8.55,421081,沙市分中心,,195301,长江,长江委水文,-,15.0,-2.022,85基准,,192606,1,四口,112.3,长江委水文,29.733056,2020-03-16T02:58:06.000Z,OCK,安乡河,,,61501800,湖北省荆州市公安县藕池镇,藕池(康三),ZQ,1,8
2023-04-26T02:31:00.000Z,4.13,-,6,11,11.88,2004-06-23T16:00:00.000Z,-6.87,-7.75,431224,怀化,水文,,长江,基本站,1162,12.0,173.827,冻结(黄海),,195701,1,沅水,110.55,湖南水文,27.766667,2023-04-14T05:12:15.000Z,SXQ,二都河,,0,61308200,怀化市溆浦县统溪河镇竹坪村,山溪桥,ZQ,1,3
2023-04-26T02:35:00.000Z,29.39,-,5,36.5,39.48,1996-07-20T16:00:00.000Z,-7.11,-10.09,430903,益阳,水文,195101,长江,基本站,28089,10.0,-2.178,吴淞(85基准),,192410,1,资水,112.35,湖南水文,28.6,2023-04-14T05:12:28.000Z,YYE,资水,,1,61202400,益阳市赫山区会龙山街道滨江路,益阳(二),ZQ,1,2
2023-04-26T02:00:00.000Z,166.37,135,6,173.5,178.36,2017-07-02T14:00:00.000Z,-7.13,-11.99,431381,娄底,水文,195701,长江,基本站,16260,330.0,,85基准,,195701,1,资水,111.4,湖南水文,27.666667,2023-04-14T05:11:01.000Z,LSJE,资水,,,61200800,娄底市冷水江市布溪办事处布溪社区,冷水江(二),ZQ,1,2
2023-04-26T02:00:00.000Z,29.69,292,6,37,40.44,1998-07-23T16:00:00.000Z,-7.31,-10.75,430721,常德分中心,,195210,长江,长江委水文,-,,-2.265,85基准,,192410,1,洞庭湖,112.166667,长江委水文,29.4,2020-03-16T02:58:09.000Z,AX,松虎合流,,,61505900,常德市安乡县深柳镇长岭洲社区,安乡,ZQ,1,5
2023-04-26T02:30:00.000Z,51.02,-,5,58.5,62.66,1998-07-22T16:00:00.000Z,-7.48,-11.64,430726,常德,水文,1950,长江,基本站,15307,66.0,-2.094,吴淞(黄海),,195001,1,澧水,111.383333,湖南水文,29.616667,2023-04-14T05:12:31.000Z,SM,澧水,,0,61400900,常德市石门县楚江镇东方桥路,石门,ZQ,1,4
2023-04-26T02:00:00.000Z,30.06,-,4,37.6,-,,-7.54,NaN,430703,洞庭湖分中心,水文,0,长江,长江委水文,-,,,,,,2,洞庭湖,112.05,长江委水文,29.283333,2019-10-29T10:09:22.000Z,ZZG,澧水,,,61503801,常德市鼎城区蒿子港镇仁和村,蒿子港,ZZ,1,5
2023-04-26T02:00:00.000Z,30.42,-,6,38,41.04,1998-07-24T16:00:00.000Z,-7.58,-10.62,421022,沙市分中心,,,长江,长江委水文,-,90.0,-2.18,黄海,,195207,1,四口,112.166667,长江委水文,29.666667,2020-03-16T02:58:06.000Z,HSTZX,虎渡河,,,61501601,湖北省荆州市公安县黄山头镇,黄山头(闸下),ZZ,1,8
2023-04-26T01:50:00.000Z,85.52,21.2,4,93.3,98.45,1996-07-16T16:00:00.000Z,-7.78,-12.93,431225,怀化,水文,,长江,基本站,5236,70.0,181.959,冻结(黄海),,195701,1,沅水,109.75,湖南水文,26.833333,2023-04-14T05:11:10.000Z,YT,渠水,,1,61304500,怀化市会同县林城镇岩头村,岩头,ZQ,1,3
2023-04-26T02:32:00.000Z,51.18,-,,59,-,,-7.82,NaN,430422,衡阳,水文,201310,长江,中小河流,36403,364.0,,85基准,0.0,201304,3,湘江,112.679444,湖南水文,26.7425,2023-04-14T05:12:29.000Z,YJ,湘江,,,611E0100,衡阳市衡南县云集镇黄金居委会,云集,ZZ,1,1
2023-04-26T02:30:00.000Z,31.08,-,4,39,42.49,1996-07-18T16:00:00.000Z,-7.92,-11.41,430702,常德,水文,1953,长江,基本站,87968,5.0,-1.907,吴淞(黄海),,192410,1,沅水,111.7,湖南水文,29.016667,2023-04-14T05:10:52.000Z,CDE,沅水,,0,61302900,常德市武陵区半边街社区,常德(二),ZQ,1,3
2023-04-26T02:35:00.000Z,32.05,-,4,40,44.58,1994-06-17T16:00:00.000Z,-7.95,-12.53,430203,株洲,水文,195401,长江,基本站,71979,138.0,-1.881,冻结(85基准),,195401,1,湘江,113.150722,湖南水文,27.824111,2023-04-14T05:11:13.000Z,ZZ,湘江,,1,61101900,株洲市芦淞区月形山66号,株洲,ZQ,1,1
2023-04-26T02:00:00.000Z,248.48,68.7,4,256.5,266.27,1998-07-21T16:00:00.000Z,-8.02,-17.79,430822,张家界,水文,,长江,基本站,3114,284.0,,黄海,,195103,1,澧水,110.15,湖南水文,29.4,2023-04-14T05:11:44.000Z,SZS,澧水,45.0,0,61400300,张家界市桑植县澧源镇和平街,桑植(三),ZQ,1,4
2023-04-26T02:40:00.000Z,302.12,107,,310.2,-,,-8.08,NaN,522628,黔东南水文,贵州水文,200901,长江,贵州水文,11370,662.0,,黄海,,200901,1,沅水,109.11,贵州水文,26.4,2019-10-29T10:10:04.000Z,JPS,清水江,180.0,1,61300350,贵州省黔东南锦屏县三江镇排洞村,锦屏(四),ZQ,1,3
2023-04-26T02:00:00.000Z,149.35,130.33,6,157.5,165.43,2006-07-16T03:00:00.000Z,-8.15,-16.08,440281,韶关水情分中心,,,珠江,,3567,,,,,,1,北江,113.044167,广东水文,25.288056,2021-04-22T07:57:31.000Z,PSH,武江,315.0,,81001850,广东省韶关市乐昌市坪石镇灵石坝村,坪石(二),ZQ,1,8
2023-04-26T02:00:00.000Z,30.33,-,6,38.5,-,,-8.17,NaN,430721,常德分中心,,,长江,长江委水文,-,,-2.292,黄海,,195501,2,洞庭湖,112.1,长江委水文,29.566667,2020-03-16T02:58:09.000Z,DHK,松滋河（东支）,,,61505400,常德市安乡县安福乡大湖口村,大湖口,ZQ,1,5
2023-04-26T02:00:00.000Z,106.79,531.1,4,115,122.13,1963-07-10T16:00:00.000Z,-8.21,-15.34,431222,怀化,水文,,长江,基本站,17698,31.0,-0.642,冻结(黄海),,195507,1,沅水,110.35,湖南水文,28.616667,2023-04-14T05:11:09.000Z,GQTE,酉水,,0,61312600,怀化市沅陵县明溪口镇高砌头村,高砌头(二),ZQ,1,3
2023-04-26T02:21:00.000Z,91.41,47.7,5,99.65,102.92,1993-07-22T16:00:00.000Z,-8.24,-11.51,430821,张家界,水文,,长江,基本站,4913,9.0,-2.095,冻结(黄海),,195203,1,澧水,111.016667,湖南水文,29.466667,2023-04-14T05:12:35.000Z,CTH,溇水,315.0,1,61402000,张家界市慈利县金慈街道饭甑山村,长潭河,ZQ,1,4
2023-04-26T02:00:00.000Z,35.73,146,6,44,46.18,1998-08-16T16:00:00.000Z,-8.27,-10.45,421087,沙市分中心,,195406,长江,长江委水文,-,37.0,-2.168,黄海,,195402,1,四口,111.783056,长江委水文,30.183056,2020-03-16T02:58:07.000Z,XJK,松滋河(西支),,,61500300,湖北省荆州市松滋市新江口镇,新江口,ZQ,1,8
2023-04-26T02:00:00.000Z,30.18,267,4,38.5,41.89,1998-07-23T16:00:00.000Z,-8.32,-11.71,430781,常德分中心,,195210,长江,长江委水文,-,,-2.1,85基准,,195110,1,洞庭湖,112.0,长江委水文,29.4,2020-03-16T02:58:10.000Z,SGS,澧水,,,61503800,常德市津市市保河堤镇石龟山村,石龟山,ZQ,1,5
2023-04-26T02:30:00.000Z,327.56,8.87,,336,355.84,1999-07-16T16:00:00.000Z,-8.44,-28.28,520622,铜仁水文,贵州水文,199704,长江,贵州水文,5243,200.5,,黄海,,199704,1,沅水,108.932014,贵州水文,27.259312,2019-10-29T10:09:54.000Z,YPCT,舞阳河,90.0,1,61305900,贵州省铜仁市玉屏县大龙镇大屯村,玉屏(崇滩),ZQ,1,3
2023-04-26T02:20:00.000Z,147.96,107.2,5,156.45,159.67,2014-07-15T16:00:00.000Z,-8.49,-11.71,433101,湘西,水文,195704,长江,基本站,2556,55.0,-1.952,冻结(黄海),,195703,1,沅水,109.833333,湖南水文,28.233333,2023-04-14T05:10:21.000Z,HX,武水,315.0,1,61311000,湘西州吉首市河溪镇河溪村,河溪,ZQ,1,3
2023-04-26T02:00:00.000Z,29.83,-,4,38.5,-,,-8.67,NaN,430721,常德分中心,,,长江,,-,,,,,,3,西洞庭湖,112.05,长江委水文,29.483333,2020-07-07T00:58:26.000Z,HK(E),五里河,,,61505100,湖南省安乡安丰铁路港村,汇口(二),ZQ,1,5
2023-04-26T02:00:00.000Z,154.24,520,6,163,170.29,1996-07-16T16:00:00.000Z,-8.76,-16.05,431281,怀化,水文,,长江,基本站,40305,436.0,-1.985,冻结(黄海),,195101,1,沅水,110.133333,湖南水文,27.316667,2023-04-14T05:12:34.000Z,AJ,沅水,,1,61301200,怀化市洪江市安江镇金穗社区,安江,ZQ,1,3
2023-04-26T02:00:00.000Z,30.71,-,4,39.5,43,1998-07-23T16:00:00.000Z,-8.79,-12.29,430723,常德分中心,,195501,长江,长江委水文,-,,-2.406,黄海,,195501,1,洞庭湖,112.0,长江委水文,29.566667,2020-03-16T02:58:10.000Z,GZ,松滋河(西支),,,61505000,常德市澧县官垸乡官垸码头,官垸,ZQ,1,5
2023-04-26T02:00:00.000Z,30.17,-,4,39,41.38,1998-07-23T16:00:00.000Z,-8.83,-11.21,430721,常德分中心,,195501,长江,长江委水文,-,,-2.068,黄海,,195511,1,洞庭湖,112.05,长江委水文,29.566667,2020-03-16T02:58:09.000Z,ZZJS,松滋河(中支),,,61505300,常德市安乡县安福乡同福村,自治局(三),ZQ,1,5
2023-04-26T02:00:00.000Z,30.40,-,6,39.5,-,,-9.10,NaN,430721,常德分中心,,,长江,长江委水文,-,,-2.068,黄海,,195602,2,洞庭湖,112.033333,长江委水文,29.7,2020-07-27T10:40:07.000Z,WYHE,松滋河（西支）,,,61500500,常德市安乡县焦圻镇青龙窑村,瓦窑河(二),ZZ,1,5
2023-04-26T02:00:00.000Z,23.77,-,5,33,36.14,1998-08-19T16:00:00.000Z,-9.23,-12.37,430621,岳阳分中心,,195210,长江,长江委水文,-,,-1.949,85基准,,195105,1,洞庭湖,113.002583,长江委水文,29.160139,2020-03-16T02:58:08.000Z,LJ,东洞庭湖,,1,61511000,岳阳市岳阳县鹿角镇,鹿角(二),ZZ,1,5
2023-04-26T02:00:00.000Z,26.14,-,6,35.5,37.57,1998-08-18T16:00:00.000Z,-9.36,-11.43,430921,洞庭湖分中心,,1987,长江,长江委水文,-,,-1.977,85基准,,198701,1,洞庭湖,112.45,长江委水文,29.35,2020-07-27T10:39:34.000Z,NXLWJ,藕池河(北支),,,61503010,益阳市南县乌嘴乡罗文村,南县(罗文窖),ZQ,1,5
2023-04-26T02:25:00.000Z,110.58,-,6,120,128,1996-07-17T16:00:00.000Z,-9.42,-17.42,431223,怀化,水文,,长江,基本站,52241,315.0,,黄海,0.0,193903,1,沅水,110.166667,湖南水文,28.016667,2023-04-14T05:12:01.000Z,CX,沅水,,0,61301500,怀化市辰溪县辰阳镇龙头井社区,辰溪,ZZ,1,3
2023-04-26T02:00:00.000Z,23.94,-,5,33.5,36.54,1996-07-21T16:00:00.000Z,-9.56,-12.60,430681,岳阳分中心,,195210,长江,长江委水文,-,,-1.923,85基准,,195105,1,洞庭湖,112.90175,长江委水文,28.8425,2020-03-16T02:58:08.000Z,YT,横岭湖,,1,61509900,岳阳市汨罗市营田镇,营田,ZZ,1,5
2023-04-26T02:00:00.000Z,34.16,1.33,6,44,45.52,1998-08-16T16:00:00.000Z,-9.84,-11.36,421087,沙市分中心,,195301,长江,长江委水文,-,43.0,-2.086,黄海,,195402,1,四口,111.916667,长江委水文,30.183056,2020-03-16T02:58:07.000Z,SDG,松滋河(东支),,,61501200,湖北省荆州市松滋市沙道观镇,沙道观(二),ZQ,1,8
2023-04-26T02:00:00.000Z,24.15,-,5,34,36.66,1996-07-21T16:00:00.000Z,-9.85,-12.51,430624,岳阳分中心,,1992,长江,长江委水文,-,,,冻结(吴淞(扬委)),,192410,1,洞庭湖,112.873417,长江委水文,28.675194,2019-10-29T10:09:22.000Z,XY,湘江(东支),,1,61509820,岳阳市湘阴县文星镇江东西路,湘阴,ZQ,1,5
2023-04-26T02:30:00.000Z,32.61,-,5,42.5,47.37,2014-07-17T15:23:00.000Z,-9.89,-14.76,430725,常德,水文,1950,长江,基本站,85223,50.0,-1.975,吴淞(黄海),,194801,1,沅水,111.483333,湖南水文,28.9,2023-04-14T05:12:30.000Z,TY,沅水,,0,61302800,常德市桃源县漳江镇延溪口街,桃源,ZQ,1,3
2023-04-26T02:00:00.000Z,28.60,-,6,38.5,40.28,1998-08-16T16:00:00.000Z,-9.90,-11.68,421081,沙市分中心,,195301,长江,长江委水文,-,15.0,-2.022,85基准,,195207,1,四口,112.316667,长江委水文,29.733056,2020-03-16T02:58:06.000Z,OCG,藕池河,,,61502200,湖北省荆州市公安县藕池镇,藕池(管),ZQ,1,8
2023-04-26T02:00:00.000Z,22.45,-,6,32.5,36.06,1998-08-19T16:00:00.000Z,-10.05,-13.61,430601,长江委,水文,194904,长江,预报,-,,,冻结(吴淞(江汉)),,193007,1,洞庭湖,113.088611,长江委水文,29.392444,2023-04-14T05:12:13.000Z,YY,洞庭湖湖口,,1,61511900,湘-岳阳市,岳阳,ZZ,1,5
2023-04-26T02:31:00.000Z,197.90,-,5,208,210.6,2017-07-02T01:00:00.000Z,-10.10,-12.70,430522,邵阳,水文,201310,长江,中小河流,14864,384.0,,85基准,0.0,201401,3,资水,111.401083,湖南水文,27.327611,2023-04-14T05:11:41.000Z,ZX,资水,,,612E0212,邵阳市新邵县新田铺镇向江渡村,筱溪,ZZ,1,2
2023-04-26T02:00:00.000Z,22.36,-,6,32.5,35.8,1998-08-19T16:00:00.000Z,-10.14,-13.44,430602,岳阳分中心,长江委水文局,1936,长江,长江委水文,-,,,冻结吴淞（江汉）,,1904,1,长江干流,113.145667,长江委水文,29.446556,2019-10-29T10:09:20.000Z,LHT,长江,,1,60111200,岳阳市岳阳楼区城陵矶莲花塘,莲花塘,ZZ,1,6
2023-04-26T02:30:00.000Z,30.80,-,5,41,45.02,2003-07-09T16:00:00.000Z,-10.20,-14.22,430781,常德,水文,1953,长江,基本站,17549,2.2,-2.155,吴淞(黄海),,192410,1,澧水,111.85,湖南水文,29.633333,2023-04-14T05:10:55.000Z,JSE,澧水,,1,61401300,常德市津市市襄阳街,津市(二),ZQ,1,4
2023-04-26T02:00:00.000Z,238.27,125,5,248.71,259.84,1982-07-27T16:00:00.000Z,-10.44,-21.57,500243,重庆水文,重庆水文,195901,长江,重庆水文,4282,,,黄海,,195812,1,乌江,108.319015,重庆水文,29.446792,2019-10-29T10:09:49.000Z,BJL,郁江,,,60811600,重庆市彭水县,保家楼,ZQ,1,8
2023-04-26T02:00:00.000Z,22.41,7540,5,33,35.94,1998-08-19T16:00:00.000Z,-10.59,-13.53,430602,长江委,水文,,长江,预报,-,,,冻结吴淞(江汉),,190401,1,洞庭湖,113.124167,长江委水文,29.414444,2023-04-14T05:10:43.000Z,CLJ,洞庭湖湖口,,1,61512000,湘-岳阳市,城陵矶(七里山),ZQ,1,5
2023-04-26T02:00:00.000Z,32.36,-,6,43,44.9,1998-08-16T16:00:00.000Z,-10.64,-12.54,421003,沙市分中心,,195301,长江,长江委水文,-,7.2,-1.983,85基准,,195206,1,四口,112.126667,长江委水文,30.216667,2020-03-16T02:58:06.000Z,MTS,虎渡河,,,61501500,湖北省荆州市荆州区弥市镇,弥陀寺(二),ZQ,1,8
2023-04-26T02:30:00.000Z,159.56,-,4,170.22,178.38,1996-07-18T16:00:00.000Z,-10.66,-18.82,431322,娄底,水文,194206,长江,基本站,17740,305.0,-2.22,冻结(黄海),,194210,1,资水,111.3,湖南水文,27.733333,2023-04-14T05:10:40.000Z,XH,资水,,,61200900,娄底市新化县上梅镇城东街,新化,ZZ,1,2
2023-04-26T02:00:00.000Z,16.63,15500,6,27.3,29.73,1954-08-17T16:00:00.000Z,-10.67,-13.10,420101,汉口分中心,,186501,长江,长江委水文,1488036,1136.0,,冻结(吴淞),,186501,1,长江干流,114.29289,长江委水文,30.578,2019-10-29T10:09:14.000Z,HK,长江,,,60112200,湖北省武汉市武汉关,汉口,ZQ,1,6
