时间,水位,流量,WPTN,警戒水位,OBHTZ,OBHTZTM,比警戒,HIS,ADDVCD,市,ATCUNIT,BGFRYM,主流,基本站,DRNA,DSTRVM,DTMEL,基准面,DTPR,ESSTYM,FRGRD,支流,LGTD,LOCALITY,LTTD,MODITIME,PHCD,河名,STAZT,STBK,STCD,站点编号,站点位置,站名站点类型,USFL,HN_NUM
2023-04-16T08:00:00.000Z,24.56,-,5,-,-,,-,NaN,430603,岳阳水利(山洪),山洪,,长江,山洪预警,-,,,其它,,201209,5,洞庭湖,113.282222,湖南水文,29.559722,2023-04-14T05:11:49.000Z,BNH,鸭栏河,,,615H0010,岳阳市云溪区陆城镇新设村,白泥湖,ZZ,1,5
2023-04-16T08:00:00.000Z,172.36,367,,-,-,,-,NaN,431225,五凌电力,水利,,长江,五凌电力,-,,,,,,4,沅水,109.97833,贵州水文,27.01556,2019-10-25T07:32:47.000Z,,沅水,,,WL000034,五凌公司,黄茅(五),ZQ,1,3
2023-04-16T08:00:00.000Z,24.29,-,4,-,-,,-,NaN,430603,岳阳水利(山洪),山洪,,长江,山洪预警,-,,,其它,,201209,5,洞庭湖,113.191389,湖南水文,29.489444,2023-04-14T05:10:58.000Z,XGG_NH,象骨港,,,615H0011,岳阳市云溪区永济乡杨树港村,象骨港(内河),ZZ,1,5
2023-04-16T08:00:00.000Z,309.18,5.6,6,-,312.67,2016-08-11T16:00:00.000Z,-,-3.49,431126,永州,水文,197904,长江,防汛站,229,64.0,,黄海,0.0,197901,2,湘江,111.955278,湖南水文,25.3575,2023-04-14T05:12:02.000Z,JZE,九嶷河,,1,61104700,永州市宁远县九嶷山瑶族乡下洞村,九嶷(二),ZQ,1,1
2023-04-16T08:00:00.000Z,50.88,-,6,-,-,,-,NaN,430381,湘潭,水文,201310,长江,中小河流,60,8.0,,假定,0.0,201312,3,湘江,112.515444,湖南水文,27.799056,2023-04-14T05:12:32.000Z,DQB,菜石江,,0,611E2560,湘潭市湘乡市龙洞镇泉湖村,大桥埠,ZZ,1,1
2023-04-16T08:00:00.000Z,299.93,5.485,,-,-,,-,NaN,522624,五凌电力,水利,,长江,五凌电力,-,,,,,,3,沅水,108.61,贵州水文,26.87,2019-10-25T07:32:47.000Z,PYW,沅水,,,WL000042,贵州省黔东南州三穗县台烈镇,平阳(五),ZQ,1,3
2023-04-16T08:00:00.000Z,34.66,-,6,-,-,,-,NaN,430621,岳阳水利(山洪),山洪,201807,长江,山洪预警,-,,,其它,,201805,5,洞庭湖,113.0625,湖南水文,29.185555,2023-04-14T05:10:41.000Z,MJH,洞庭湖,,,615H0109,岳阳市岳阳县荣家湾镇,毛家湖,ZZ,1,5
2023-04-16T08:00:00.000Z,191.25,-,6,-,200.07,2020-06-13T05:50:00.000Z,-,-8.82,431222,怀化,水文,201310,长江,中小河流,158,26.3,,假定,0.0,201306,3,沅水,110.82,湖南水文,28.915278,2023-04-14T05:11:54.000Z,GQ,香莲垭溪,,,613E2580,怀化市沅陵县七甲坪镇高桥村,高桥,ZZ,1,3
2023-04-16T07:37:14.000Z,122.69,-,,-,-,,-,NaN,431081,郴州水利(山洪),山洪,201301,长江,山洪预警,-,,,85基准,,201209,5,湘江,113.265526,湖南水文,26.078063,2023-04-14T05:11:12.000Z,ZS,程江,,,611H0963,郴州市资兴市蓼江镇蓼市村,蓼市,ZZ,1,1
2023-04-16T08:00:00.000Z,41.62,-,4,-,-,,-,NaN,430281,株洲水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201209,5,湘江,113.248333,湖南水文,27.631667,2023-04-14T05:11:36.000Z,STDZ,渌水,,,611H1718,株洲市醴陵市石亭镇渔潭洲村,石亭电站,ZZ,1,1
2023-04-16T06:00:00.000Z,29.86,-,6,-,-,,-,NaN,430902,益阳水利(山洪),山洪,201212,长江,山洪预警,-,,,85基准,,201209,5,资水,112.184444,湖南水文,28.604722,2023-04-14T05:11:50.000Z,XH,新河,,,612H1053,益阳市资阳区新桥河镇,新河,ZZ,1,2
2023-04-16T08:00:00.000Z,147.20,35,,-,-,,-,NaN,433101,五凌电力,水利,,长江,五凌电力,-,,,,,,4,沅水,109.92,贵州水文,28.23,2019-10-25T07:32:47.000Z,,沅水,,,WL000020,五凌公司,河溪(五),ZQ,1,3
2023-04-16T06:11:48.000Z,292.26,-,,-,-,,-,NaN,431229,怀化水利(山洪),山洪,,长江,山洪预警,-,,,85基准,,201209,5,沅水,109.801111,湖南水文,26.75,2023-04-14T05:11:47.000Z,DQC,地脚溪,,,613H1706,怀化市靖州县甘棠镇大桥村,大桥村,ZZ,1,3
2023-04-16T08:00:00.000Z,525.08,7.4,,-,-,,-,NaN,522624,五凌电力,水利,,长江,五凌电力,-,,,,,,4,沅水,108.68,贵州水文,26.97,2019-10-25T07:32:47.000Z,,沅水,,,WL000043,五凌公司,六洞桥(五),ZQ,1,3
2023-04-16T08:00:00.000Z,85.29,-,6,-,-,,-,NaN,430407,衡阳水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201310,5,湘江,112.575889,湖南水文,27.006611,2023-04-14T05:11:38.000Z,YB,三板桥,,,611H1015,衡阳市石鼓区角山乡银杯村,银杯,ZZ,1,1
2023-04-16T08:00:00.000Z,39.47,-,,-,-,,-,NaN,430725,五凌电力,水利,,长江,五凌电力,-,,,,,,4,沅水,111.24778,贵州水文,28.73389,2019-10-25T07:32:47.000Z,,沅水,,,WL000032,五凌公司,凌津滩坝下(五),ZQ,1,3
2023-04-16T08:00:00.000Z,88.02,-,,-,-,,-,NaN,360322,宜春水文局,,201111,长江,江西水文,45,,,黄海,,201111,5,湘江,113.7624,江西水文,27.7249,2020-05-22T02:22:55.000Z,CP,荷尧水,,0,61136650,江西省萍乡市上栗县长平乡,长平,ZZ,1,1
2023-04-16T08:00:00.000Z,40.66,-,6,-,-,,-,NaN,430121,长沙县防办,山洪,,长江,山洪,-,,,黄海,,201209,5,湘江,113.26,湖南水文,28.26,2023-04-14T05:10:05.000Z,TYT,胭脂港,,,611H1897,长沙县春华镇太阳滩,太阳滩,ZZ,1,1
2023-04-16T08:00:00.000Z,30.92,-,6,-,-,,-,NaN,430623,岳阳水利(山洪),山洪,,长江,山洪预警,-,,,,,201911,5,洞庭湖,112.409263,湖南水文,29.38297,2023-04-14T05:11:21.000Z,NHD,藕池河东支,,,615H0210,岳阳市华容县操军镇,南华渡,ZZ,1,5
2023-04-16T07:50:00.000Z,129.22,-,5,-,-,,-,NaN,431223,怀化,水文,201310,长江,中小河流,345,3.1,,假定,0.0,201306,3,沅水,110.122139,湖南水文,27.877528,2023-04-14T05:12:08.000Z,AP,龙门河,,,613E1520,怀化市辰溪县安坪镇,安坪,ZZ,1,3
2023-04-16T08:00:00.000Z,54.70,-,,-,-,,-,NaN,430725,常德,水文,,长江,中小河流,552,54.0,,黄海,,201606,3,沅水,111.19675,湖南水文,29.179639,2023-04-14T05:11:39.000Z,HSBX,白洋河,,,613E2830,常德市桃源县黄石镇新桥村,黄石(坝下),ZQ,1,3
2023-04-16T08:00:00.000Z,267.20,-,6,-,-,,-,NaN,433130,湘西水利(山洪),山洪,,长江,山洪预警,-,,,85基准,,201209,5,沅水,109.500278,湖南水文,28.998611,2023-04-14T05:11:59.000Z,RBLHD,洗车河,,,613H0706,湘西州龙山县苗儿滩镇星火村,惹巴拉河道,ZZ,1,3
2023-04-16T08:00:00.000Z,99.79,-,6,-,-,,-,NaN,433122,湘西水利(山洪),山洪,,长江,山洪预警,-,,,85基准,,201105,5,沅水,110.213611,湖南水文,28.215,2023-04-14T05:12:34.000Z,BS,沅水,,,613G0170,湘西州泸溪县白沙镇所在流域,白沙,ZZ,1,3
2023-04-16T08:00:00.000Z,37.09,-,6,-,-,,-,NaN,430723,常德水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201212,5,澧水,111.771222,湖南水文,29.616944,2023-04-14T05:12:27.000Z,ZNFHZ,澧水,,,614H0602,常德市澧县澧南镇回隆村,澧南分洪闸,ZZ,1,4
2023-04-16T08:00:00.000Z,0.01,-,6,-,-,,-,NaN,433122,湘西水利(山洪),山洪,,长江,山洪预警,-,,,85基准,,201209,5,沅水,110.068611,湖南水文,28.368889,2023-04-14T05:12:29.000Z,BSPHD,酉溪河,,,613H0108,湘西州泸溪县八什坪乡场上,八什坪河道,ZZ,1,3
2023-04-16T08:00:00.000Z,203.45,-,,-,-,,-,NaN,433125,五凌电力,水利,,长江,五凌电力,-,,,,,,4,沅水,109.48528,贵州水文,28.84556,2019-10-25T07:32:47.000Z,,沅水,,,WL000026,五凌公司,碗米坡坝下(五),ZQ,1,3
2023-04-16T08:00:00.000Z,27.36,-,6,-,-,,-,NaN,430623,岳阳水利(山洪),山洪,,长江,山洪预警,-,,,,,201911,5,洞庭湖,112.704112,湖南水文,29.326046,2023-04-14T05:11:34.000Z,ZZK,藕池河东支,,,615H0222,岳阳市华容县插旗镇,注兹口,ZZ,1,5
2023-04-16T08:00:00.000Z,168.37,-,6,-,-,,-,NaN,430923,益阳,水文,201301,长江,洪水易发,118,17.0,,85基准,,201010,2,资水,111.024444,湖南水文,28.375556,2023-04-14T05:10:02.000Z,ML,潺溪,,1,61205520,益阳市安化县马路镇,马路,ZZ,1,2
2023-04-16T08:00:00.000Z,34.29,-,6,-,-,,-,NaN,430903,益阳水利(山洪）,山洪,202005,长江,山洪预警,-,,,,,202005,5,湘江,112.4355,湖南水文,28.5379,2023-04-14T05:12:36.000Z,LJZ,烂泥湖撇洪河,,,611H2710,益阳市赫山区龙光桥镇罗家咀电排,罗家咀,ZZ,1,1
2023-04-16T07:55:00.000Z,22.22,-,6,-,-,,-,NaN,430603,岳阳水利(山洪),山洪,,长江,山洪预警,-,,,其它,,201209,5,长江,113.349722,湖南水文,29.653889,2023-04-14T05:11:48.000Z,YLXHZ_,长江,,,615H0020,岳阳市云溪区陆城镇洋溪湖渔场村,鸭栏泄洪闸(长江),ZZ,1,6
2023-04-16T08:00:00.000Z,32.85,-,6,-,-,,-,NaN,430681,岳阳水利(山洪),山洪,,长江,山洪预警,-,,,其它,,201209,5,洞庭湖,112.984444,湖南水文,28.966944,2023-04-14T05:12:32.000Z,FXH,反修河,,,615H0500,岳阳市汨罗市白塘镇双义村,反修河,ZZ,1,5
2023-04-16T08:00:00.000Z,146.10,-,6,-,-,,-,NaN,430802,张家界,水文,,长江,防汛站,-,,,黄海,,201912,4,澧水,110.53131,湖南水文,29.12947,2023-04-14T05:11:39.000Z,XXP,澧水,,,614F0110,张家界市永定区西溪坪街道胡家河社区,西溪坪,ZZ,1,4
2023-04-16T07:07:57.000Z,180.26,-,,-,-,,-,NaN,430923,益阳水利(山洪),山洪,201212,长江,山洪预警,-,,,,,201209,5,资水,110.888333,湖南水文,28.128889,2023-04-14T05:12:18.000Z,YX,烟溪,,,612H1204,益阳市安化县烟溪镇区,烟溪,ZZ,1,2
2023-04-16T08:00:00.000Z,0.17,-,6,-,-,,-,NaN,433122,湘西水利(山洪),山洪,,长江,山洪预警,-,,,其它,,201209,5,沅水,109.914722,湖南水文,27.983889,2023-04-14T05:11:34.000Z,HSZSW,太平溪,,,613G1475,湘西州泸溪县合水镇政府办公楼,合水镇(水位),ZZ,1,3
2023-04-16T08:00:00.000Z,27.33,-,6,-,-,,-,NaN,430681,岳阳水利(山洪),山洪,,长江,山洪预警,-,,,其它,,201209,5,洞庭湖,113.105833,湖南水文,28.829167,2023-04-14T05:11:58.000Z,LJZ,罗水,,,615H0503,岳阳市汨罗市红花乡红花村,罗江垸,ZZ,1,5
2023-04-16T08:00:00.000Z,809.50,0,,-,-,,-,NaN,431027,郴州,水文,,长江,中小河流,192,29.0,,85基准,0.0,201506,3,湘江,113.937246,湖南水文,26.069005,2023-04-14T05:11:04.000Z,GD,沤江,,0,611E1300,郴州市桂东县沤江镇体育馆,桂东,ZQ,1,1
2023-04-16T08:00:00.000Z,34.74,-,6,-,-,,-,NaN,430681,岳阳水利(山洪),山洪,,长江,山洪预警,-,,,其它,,201209,5,湘江,112.9825,湖南水文,28.992778,2019-10-25T07:23:37.000Z,SH,汨罗江,,,615H0504,岳阳市汨罗市高家坊镇燕塘村,沙河,ZZ,1,1
2023-04-16T08:00:00.000Z,66.51,-,4,-,71.78,2016-07-03T16:00:00.000Z,-,-5.27,430922,益阳,水文,197201,长江,基本站,509,7.0,-2.275,冻结(85基准),,197201,1,资水,111.783333,湖南水文,28.45,2023-04-14T05:10:55.000Z,MGT,沂溪,,1,61205800,益阳市桃江县大栗港镇黄栗洑村,蒙公塘,ZQ,1,2
2023-04-16T08:00:00.000Z,246.46,-,6,-,-,,-,NaN,433125,湘西水利(山洪),山洪,,长江,山洪预警,-,,,85基准,,201209,5,沅水,109.289444,湖南水文,28.778889,2023-04-14T05:10:50.000Z,QSP,酉水,,,613H0403,湘西州保靖县清水坪镇柳坪村,清水坪,ZZ,1,3
2023-04-16T07:03:00.000Z,88.37,-,,-,-,,-,NaN,431321,娄底水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201201,5,湘江,112.095833,湖南水文,27.443056,2023-04-14T05:12:32.000Z,XZ,四安埠,,,611H7403,娄底市双峰县印塘乡土畲村,新泽,ZZ,1,1
2023-04-16T08:00:00.000Z,53.59,-,6,-,-,,-,NaN,430624,岳阳水利(山洪),山洪,201812,长江,山洪预警,-,,,其它,,201812,5,洞庭湖,112.685056,湖南水文,28.727611,2023-04-14T05:12:38.000Z,HPZ,资水,,,615H0310,岳阳市湘阴县洞庭围水利管理委员会楼顶,和平闸,ZZ,1,5
2023-04-16T08:00:00.000Z,29.23,-,5,-,-,,-,NaN,430602,岳阳水利(山洪),山洪,,长江,山洪预警,-,,,其它,,201209,5,洞庭湖,113.145833,湖南水文,29.358611,2023-04-14T05:11:16.000Z,WJH,王家河,,,615H0006,岳阳市岳阳楼区王家河街道王家河,王家河,ZZ,1,5
2023-04-16T08:00:00.000Z,132.65,2.5,4,-,143.88,2011-06-17T16:00:00.000Z,-,-11.23,430726,常德,水文,200901,长江,基本站,1835,84.0,,黄海,,200901,1,澧水,110.916667,湖南水文,29.8,2023-04-14T05:11:43.000Z,YC,渫水,,,61402250,常德市石门县雁池乡雁池坪村,雁池,ZQ,1,4
2023-04-16T08:00:00.000Z,233.39,-,,-,-,,-,NaN,431022,郴州水利(山洪),山洪,201301,珠江,山洪预警,-,,,黄海,,201105,5,北江,112.724191,湖南水文,25.040328,2023-04-14T05:11:27.000Z,ZTD,乐水,,,810G0460,郴州市宜章县东风乡笠头洞村,笠头洞,ZZ,1,8
2023-04-16T08:00:00.000Z,27.91,-,6,-,-,,-,NaN,430682,岳阳水利(山洪),山洪,,长江,山洪预警,-,,,其它,,201209,5,长江,113.349444,湖南水文,29.653889,2023-04-14T05:10:09.000Z,YLXHZP,鸭栏河,,,615H0605,岳阳市临湘市江南镇鸭栏村,鸭栏泄洪闸(撇洪渠),ZZ,1,6
2023-04-16T06:11:11.000Z,417.03,-,,-,-,,-,NaN,431230,怀化水利(山洪),山洪,,长江,山洪预警,-,,,85基准,,201209,5,沅水,109.55,湖南水文,26.071111,2023-04-14T05:11:47.000Z,DP,黄寨河,,,613H1807,怀化市通道县独坡乡木瓜村,独坡,ZZ,1,3
2023-04-16T08:00:00.000Z,30.80,-,4,-,-,,-,NaN,430722,常德水利(山洪),山洪,,长江,山洪预警,-,2.0,,假定,,201201,5,洞庭湖,111.97725,湖南水文,29.002,2023-04-14T05:10:47.000Z,LDJSZ,沅水尾闾,,,615H0902,常德市汉寿县罐头嘴镇龙打吉村,龙打吉水闸,ZZ,1,5
2023-04-16T07:55:00.000Z,27.96,-,6,-,-,,-,NaN,430602,岳阳,水文,201310,长江,中小河流,43,,,吴淞,,201305,3,洞庭湖,113.093889,湖南水文,29.340556,2023-04-14T05:12:26.000Z,NH,王家河,,0,615E2700,岳阳市岳阳楼区湖滨大道南湖电排站旁,南湖,ZZ,1,5
2023-04-16T08:00:00.000Z,3.09,-,6,-,-,,-,NaN,433124,湘西水利(山洪),山洪,,长江,山洪预警,-,,,85基准,,201209,5,沅水,109.490833,湖南水文,28.594167,2023-04-14T05:12:27.000Z,SBT,花垣河,,,613H0312,湘西州花垣县花垣镇浮桥,石板滩,ZZ,1,3
2023-04-16T08:00:00.000Z,0.00,-,6,-,-,,-,NaN,430104,长沙,内涝,,长江,防汛站,-,,,假定,,201606,4,湘江,112.914694,湖南水文,28.214,2023-04-14T05:11:59.000Z,WCPYYL,未知,,,611N1809,长沙市岳麓区西二环辅道咸嘉湖路口,望城坡医院(涝),ZZ,1,1
2023-04-16T08:00:00.000Z,33.78,-,6,-,-,,-,NaN,430723,常德水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201212,5,洞庭湖,111.895028,湖南水文,29.658083,2023-04-14T05:11:26.000Z,ZDK1,涔水,,,615H1003,常德市澧县小渡口镇五公村,中渡口1,ZZ,1,5
2023-04-16T08:00:00.000Z,28.87,-,,-,-,,-,NaN,430104,长沙,水文,,长江,中小河流,700,10.0,,85基准,,201601,3,湘江,112.883056,湖南水文,28.091667,2023-04-14T05:10:54.000Z,PT,靳江河,,,611E2750,长沙市岳麓区含浦镇官埠口村,坪塘,ZQ,1,1
2023-04-16T08:00:00.000Z,28.09,-,6,-,-,,-,NaN,430623,岳阳水利(山洪),山洪,,长江,山洪预警,-,,,,,201911,5,洞庭湖,112.521067,湖南水文,29.44312,2023-04-14T05:11:27.000Z,CYH,藕池河东支,,,615H0216,岳阳市华容县新河镇,赤眼湖,ZZ,1,5
2023-04-16T08:00:00.000Z,324.81,1.18,,-,-,,-,NaN,520622,铜仁水文,贵州水文,201605,长江,中小河流,1261,,,黄海,,201311,3,沅江,109.038056,贵州水文,27.364444,2020-06-02T08:23:46.000Z,CBH,车坝河,,0,61305529,贵州省玉屏县田坪镇田冲村桐木湾,车坝河,ZQ,1,3
2023-04-16T08:00:00.000Z,92.82,-,,-,-,,-,NaN,360302,宜春水文局,,,长江,江西水文,-,,,,,,5,湘江,113.877279,江西水文,27.581521,2020-05-22T02:22:55.000Z,WZH,,,,61136345,江西省萍乡市安源区五陂镇林业分场,五陂河,ZZ,1,1
2023-04-16T07:10:05.000Z,341.49,-,,-,-,,-,NaN,431081,郴州水利(山洪),山洪,201301,长江,山洪预警,-,,,85基准,,201209,5,湘江,113.475503,湖南水文,25.573681,2023-04-14T05:12:41.000Z,ZS,浙水,,,611H0950,郴州市资兴市黄草镇羊兴村,浙水,ZZ,1,1
2023-04-16T08:00:00.000Z,33.75,-,6,-,-,,-,NaN,430723,常德水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201212,5,洞庭湖,112.041833,湖南水文,29.655306,2023-04-14T05:11:43.000Z,SZL,松滋河中支,,,615H1008,常德市澧县官垸乡保福村,三汊佬,ZZ,1,5
2023-04-16T08:00:00.000Z,40.99,-,6,-,-,,-,NaN,430423,衡阳水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201209,5,湘江,112.761722,湖南水文,27.000889,2023-04-14T05:10:09.000Z,TSCYTG,湘江,,,611H1200,衡阳市衡山县萱洲镇天水村,天水村堰头港,ZZ,1,1
2023-04-16T08:00:00.000Z,99.23,-,,-,-,,-,NaN,360322,宜春水文局,,,长江,江西水文,-,,,,,,5,湘江,113.866666,江西水文,27.916666,2020-05-22T02:22:55.000Z,HD,栗水,,0,61136055,江西省萍乡市上栗县桐木镇洪东村,洪东,ZZ,1,1
2023-04-16T06:21:06.000Z,40.28,-,,-,-,,-,NaN,430212,株洲水利(山洪),山洪,,长江,山洪预警,-,,,假定,,201304,5,湘江,113.147361,湖南水文,27.553889,2023-04-14T05:12:02.000Z,ZLSZ,昭陵港,,,611H1503,株洲市渌口区洲坪乡昭陵村,昭陵水闸,ZZ,1,1
2023-04-16T08:00:00.000Z,33.52,-,6,-,-,,-,NaN,430781,常德水利(山洪),山洪,,长江,山洪预警,-,,,,,202006,5,洞庭湖,111.872778,湖南水文,29.591389,2023-04-14T05:10:06.000Z,YP,澧水洪道,,,615H1315,常德市津市市钓鱼岭办事处,窑坡电排,ZZ,1,5
2023-04-16T08:00:00.000Z,29.61,-,6,-,-,,-,NaN,430722,常德,水文,201806,长江,防汛站-内湖,-,,,,,201805,4,洞庭湖,112.213335,湖南水文,29.064405,2023-04-14T05:11:20.000Z,ZJHPSZ,西湖内河,,,615F0903,常德市汉寿县,赵家河排水闸(内),ZZ,1,5
2023-04-16T08:00:00.000Z,28.17,-,4,-,-,,-,NaN,430981,益阳水利(山洪),山洪,201311,长江,山洪预警,-,,,,,201310,5,洞庭湖,112.4731,湖南水文,28.9577,2023-04-14T05:12:05.000Z,ZHZZ,紫红洲内河,,,615H1507,益阳市沅江市共华镇永红村,紫红洲,ZZ,1,5
2023-04-16T08:00:00.000Z,30.04,-,6,-,-,,-,NaN,430722,常德水利(山洪),山洪,,长江,山洪预警,-,1.0,,假定,,201212,5,洞庭湖,111.996722,湖南水文,28.926111,2023-04-14T05:11:40.000Z,CBHSZ,城北河,,,615H0907,常德市汉寿县龙阳镇城北水闸,城北河水闸,ZZ,1,5
2023-04-16T08:00:00.000Z,33.08,-,6,-,-,,-,NaN,430372,湘潭水利(山洪),山洪,201310,长江,山洪预警,-,,,假定,,201302,5,湘江,112.993222,湖南水文,27.933611,2023-04-14T05:12:24.000Z,WJSW,湘江,,,611H2526,湘潭市昭山示范区易家湾镇蒿塘村,王家晒(外),ZZ,1,1
2023-04-16T08:00:00.000Z,27.08,-,6,-,-,,-,NaN,430611,岳阳水文,水文,202007,长江,防汛站,-,,,,,202007,4,洞庭湖,113.0105,湖南水文,29.2307,2023-04-14T05:10:04.000Z,HH,濠河,,,615F0053,岳阳市君山区君山垸柳林洲街道办事处濠河(内湖),濠河,ZZ,1,5
2023-04-16T07:00:00.000Z,311.36,-,5,-,-,,-,NaN,431173,永州水利(山洪),山洪,201304,长江,山洪预警,76,36.0,,黄海,,201301,5,湘江,111.3475,湖南水文,25.182222,2023-04-14T05:11:34.000Z,HJHB,栎溪河,,,611H0035,永州市回龙圩管理区回龙圩镇黄家村,黄家河坝,ZZ,1,1
2023-04-16T08:00:00.000Z,27.01,-,5,-,-,,-,NaN,430722,常德水利(山洪),山洪,,长江,山洪预警,-,1.0,,假定,,201212,5,洞庭湖,112.105833,湖南水文,28.879472,2023-04-14T05:12:01.000Z,YWHDPN,岩汪湖哑河,,,615H0908,常德市汉寿县岩汪湖镇岩汪湖电排(内),岩汪湖电排(内),ZZ,1,5
2023-04-16T08:00:00.000Z,181.91,0.5,,-,183.64,1998-06-15T16:00:00.000Z,-,-1.73,430181,长沙,水文,,长江,基本站,22,18.9,-1.882,冻结(85基准),,195801,1,湘江,113.733889,湖南水文,28.366389,2023-04-14T05:12:40.000Z,QS,宝盖河,,1,61115200,长沙市浏阳市古港镇宝盖寺村,清水,ZQ,1,1
